id,level,level_name.local,level_name.en,name.local,name.en,name.slug,code.id,code.iso,parent.id,parent.name.local,parent.name.en,children_count.region,children_count.cercle,children_count.arrondissement,children_count.commune,zip_codes,geo.lat,geo.lon
ML-A100602,3,Arrondissement,Arrondissement,Alata (Sahen),Alata (Sahen),alata-sahen-100602,ML-A100602,,ML1006,Inlamawane (Fanfi),Inlamawane (Fanfi),,,,1,,15.92,2.396
ML-A100603,3,Arrondissement,Arrondissement,Tissouakh,Tissouakh,tissouakh-100603,ML-A100603,,ML1006,Inlamawane (Fanfi),Inlamawane (Fanfi),,,,1,,15.92,2.396
ML-A110101,3,Arrondissement,Arrondissement,Nioro,Nioro,nioro-110101,ML-A110101,,ML1101,Nioro,Nioro,,,,5,,15.231,-9.594
ML-A110102,3,Arrondissement,Arrondissement,Gavinané,Gavinané,gavinan-110102,ML-A110102,,ML1101,Nioro,Nioro,,,,3,,15.231,-9.594
ML-A110103,3,Arrondissement,Arrondissement,Gogui,Gogui,gogui-110103,ML-A110103,,ML1101,Nioro,Nioro,,,,1,,15.231,-9.594
ML-A110104,3,Arrondissement,Arrondissement,Simbi,Simbi,simbi-110104,ML-A110104,,ML1101,Nioro,Nioro,,,,1,,15.231,-9.594
ML-A110201,3,Arrondissement,Arrondissement,Diéma,Diéma,dima-110201,ML-A110201,,,,,,,,3,,14.54,-9.192
ML-A110202,3,Arrondissement,Arrondissement,Dioumara,Dioumara,dioumara-110202,ML-A110202,,,,,,,,2,,14.538,-8.566
ML-A110301,3,Arrondissement,Arrondissement,Diangounté Camara,Diangounté Camara,diangount-camara-110301,ML-A110301,,,,,,,,3,,14.545,-9.514
ML-A110302,3,Arrondissement,Arrondissement,Diéoura,Diéoura,dioura-110302,ML-A110302,,,,,,,,1,,14.3,-9.851
ML-A110401,3,Arrondissement,Arrondissement,Sandaré,Sandaré,sandar-110401,ML-A110401,,,,,,,,1,,14.704,-10.306
ML-A110402,3,Arrondissement,Arrondissement,Lakamané,Lakamané,lakaman-110402,ML-A110402,,,,,,,,2,,14.51,-9.91
ML-A110501,3,Arrondissement,Arrondissement,Troungoumbé,Troungoumbé,troungoumb-110501,ML-A110501,,,,,,,,4,,14.763,-9.964
ML-A110502,3,Arrondissement,Arrondissement,Koréra Koré,Koréra Koré,korra-kor-110502,ML-A110502,,,,,,,,1,,15.141,-8.955
ML-A110601,3,Arrondissement,Arrondissement,Béma,Béma,bma-110601,ML-A110601,,,,,,,,3,,15.733,-4.193
ML-A110602,3,Arrondissement,Arrondissement,Grouméra,Grouméra,groumra-110602,ML-A110602,,,,,,,,1,,14.829,-9.14
ML-A120101,3,Arrondissement,Arrondissement,Kita,Kita,kita-120101,ML-A120101,,ML1201,Kita,Kita,,,,7,,13.039,-9.488
ML-A120102,3,Arrondissement,Arrondissement,Djidian,Djidian,djidian-120102,ML-A120102,,ML1201,Kita,Kita,,,,4,,13.039,-9.488
ML-A120201,3,Arrondissement,Arrondissement,Sagabari,Sagabari,sagabari-120201,ML-A120201,,ML1202,Sagabari,Sagabari,,,,1,,12.583,-9.8
ML-A120202,3,Arrondissement,Arrondissement,Kokofata,Kokofata,kokofata-120202,ML-A120202,,ML1202,Sagabari,Sagabari,,,,3,,12.583,-9.8
ML-A120203,3,Arrondissement,Arrondissement,Balia,Balia,balia-120203,ML-A120203,,ML1202,Sagabari,Sagabari,,,,1,,12.583,-9.8
ML-A120204,3,Arrondissement,Arrondissement,Gallé,Gallé,gall-120204,ML-A120204,,ML1202,Sagabari,Sagabari,,,,1,,12.583,-9.8
ML-A120301,3,Arrondissement,Arrondissement,Sébékoro,Sébékoro,sbkoro-120301,ML-A120301,,ML1203,Sébékoro,Sebekoro,,,,3,,14.461,-9.131
ML-A120302,3,Arrondissement,Arrondissement,Madina,Madina,madina-120302,ML-A120302,,ML1203,Sébékoro,Sebekoro,,,,1,,14.461,-9.131
ML-A120401,3,Arrondissement,Arrondissement,Toukoto,Toukoto,toukoto-120401,ML-A120401,,ML1204,Toukoto,Toukoto,,,,1,,15.065,-9.981
ML-A120402,3,Arrondissement,Arrondissement,Kobri,Kobri,kobri-120402,ML-A120402,,ML1204,Toukoto,Toukoto,,,,2,,15.065,-9.981
ML-A120501,3,Arrondissement,Arrondissement,Séféto,Séféto,sfto-120501,ML-A120501,,ML1205,Séféto,Sefeto,,,,3,,14.14,-9.827
ML-A120502,3,Arrondissement,Arrondissement,Kourouninkoto,Kourouninkoto,kourouninkoto-120502,ML-A120502,,ML1205,Séféto,Sefeto,,,,3,,14.14,-9.827
ML-A120601,3,Arrondissement,Arrondissement,Sirakoro,Sirakoro,sirakoro-120601,ML-A120601,,ML1206,Sirakoro,Sirakoro,,,,2,,12.765,-8.017
ML-A120602,3,Arrondissement,Arrondissement,Makono,Makono,makono-120602,ML-A120602,,ML1206,Sirakoro,Sirakoro,,,,1,,12.765,-8.017
ML-A130101,3,Arrondissement,Arrondissement,Dioïla,Dioïla,diola-130101,ML-A130101,,ML1301,Dioïla,Dioila,,,,5,,12.487,-6.803
ML-A130102,3,Arrondissement,Arrondissement,Sénou,Sénou,snou-130102,ML-A130102,,ML1301,Dioïla,Dioila,,,,1,,12.487,-6.803
ML-A130201,3,Arrondissement,Arrondissement,Banco,Banco,banco-130201,ML-A130201,,ML1302,Banco,Banco,,,,1,,12.099,-6.524
ML-A130202,3,Arrondissement,Arrondissement,N'Golobougou,N'Golobougou,ngolobougou-130202,ML-A130202,,ML1302,Banco,Banco,,,,1,,12.099,-6.524
ML-A130301,3,Arrondissement,Arrondissement,Béléko,Béléko,blko-130301,ML-A130301,,ML1303,Béléko,Beleko,,,,3,,14.586,-7.631
ML-A130302,3,Arrondissement,Arrondissement,Dandougou,Dandougou,dandougou-130302,ML-A130302,,ML1303,Béléko,Beleko,,,,1,,14.586,-7.631
ML-A130401,3,Arrondissement,Arrondissement,Fana,Fana,fana-130401,ML-A130401,,ML1304,Fana,Fana,,,,3,,12.779,-6.956
ML-A130402,3,Arrondissement,Arrondissement,Marka-Coungo,Marka-Coungo,marka-coungo-130402,ML-A130402,,ML1304,Fana,Fana,,,,3,,12.779,-6.956
ML-A130403,3,Arrondissement,Arrondissement,Nangola,Nangola,nangola-130403,ML-A130403,,ML1304,Fana,Fana,,,,1,,12.779,-6.956
ML-A130501,3,Arrondissement,Arrondissement,Massigui,Massigui,massigui-130501,ML-A130501,,ML1305,Massigui,Massigui,,,,1,,11.859,-6.771
ML-A130502,3,Arrondissement,Arrondissement,Niantjila,Niantjila,niantjila-130502,ML-A130502,,ML1305,Massigui,Massigui,,,,1,,11.859,-6.771
ML-A130601,3,Arrondissement,Arrondissement,Ména,Ména,mna-130601,ML-A130601,,ML1306,Ména,Mena,,,,1,,12.217,-6.204
ML-A130602,3,Arrondissement,Arrondissement,Diébé,Diébé,dib-130602,ML-A130602,,ML1306,Ména,Mena,,,,1,,12.217,-6.204
ML-A140101,3,Arrondissement,Arrondissement,Nara,Nara,nara-140101,ML-A140101,,ML1401,Nara,Nara,,,,2,,15.169,-7.29
ML-A140102,3,Arrondissement,Arrondissement,Goumbou,Goumbou,goumbou-140102,ML-A140102,,ML1401,Nara,Nara,,,,1,,15.169,-7.29
ML-A140201,3,Arrondissement,Arrondissement,Ballé,Ballé,ball-140201,ML-A140201,,ML1402,Ballé,Balle,,,,2,,15.34,-8.587
ML-A140202,3,Arrondissement,Arrondissement,Boulal,Boulal,boulal-140202,ML-A140202,,ML1402,Ballé,Balle,,,,1,,15.34,-8.587
ML-A140301,3,Arrondissement,Arrondissement,Dilly,Dilly,dilly-140301,ML-A140301,,ML1403,Dilly,Dilly,,,,1,,14.999,-7.669
ML-A140302,3,Arrondissement,Arrondissement,Koronga,Koronga,koronga-140302,ML-A140302,,ML1403,Dilly,Dilly,,,,1,,14.999,-7.669
ML-A140401,3,Arrondissement,Arrondissement,Mourdiah,Mourdiah,mourdiah-140401,ML-A140401,,ML1404,Mourdiah,Mourdiah,,,,1,,14.473,-7.467
ML-A140402,3,Arrondissement,Arrondissement,Madina Kagoro,Madina Kagoro,madina-kagoro-140402,ML-A140402,,ML1404,Mourdiah,Mourdiah,,,,1,,14.473,-7.467
ML-A140501,3,Arrondissement,Arrondissement,Guiré,Guiré,guir-140501,ML-A140501,,ML1405,Guiré,Guire,,,,1,,14.643,-6.691
ML-A140502,3,Arrondissement,Arrondissement,Boudjiguiré,Boudjiguiré,boudjiguir-140502,ML-A140502,,ML1405,Guiré,Guire,,,,1,,14.643,-6.691
ML-A140601,3,Arrondissement,Arrondissement,Fallou,Fallou,fallou-140601,ML-A140601,,ML1406,Fallou,Fallou,,,,1,,15.521,-4.362
ML-A140602,3,Arrondissement,Arrondissement,Digan,Digan,digan-140602,ML-A140602,,ML1406,Fallou,Fallou,,,,1,,15.521,-4.362
ML-A150101,3,Arrondissement,Arrondissement,Bougouni,Bougouni,bougouni-150101,ML-A150101,,ML1501,Bougouni,Bougouni,,,,6,,16.741,-2.507
ML-A150102,3,Arrondissement,Arrondissement,Kéléya,Kéléya,klya-150102,ML-A150102,,ML1501,Bougouni,Bougouni,,,,3,,16.741,-2.507
ML-A150103,3,Arrondissement,Arrondissement,Zantiébougou,Zantiébougou,zantibougou-150103,ML-A150103,,ML1501,Bougouni,Bougouni,,,,1,,16.741,-2.507
ML-A150104,3,Arrondissement,Arrondissement,Faragouaran,Faragouaran,faragouaran-150104,ML-A150104,,ML1501,Bougouni,Bougouni,,,,3,,16.741,-2.507
ML-A150201,3,Arrondissement,Arrondissement,Yanfolila,Yanfolila,yanfolila-150201,ML-A150201,,ML1502,Yanfolila,Yanfolila,,,,1,,11.183,-8.15
ML-A150202,3,Arrondissement,Arrondissement,Kalana,Kalana,kalana-150202,ML-A150202,,ML1502,Yanfolila,Yanfolila,,,,1,,11.183,-8.15
ML-A150203,3,Arrondissement,Arrondissement,Doussoudiana,Doussoudiana,doussoudiana-150203,ML-A150203,,ML1502,Yanfolila,Yanfolila,,,,2,,11.183,-8.15
ML-A150204,3,Arrondissement,Arrondissement,Filamana,Filamana,filamana-150204,ML-A150204,,ML1502,Yanfolila,Yanfolila,,,,1,,11.183,-8.15
ML-A150205,3,Arrondissement,Arrondissement,Yorobougoula,Yorobougoula,yorobougoula-150205,ML-A150205,,ML1502,Yanfolila,Yanfolila,,,,1,,11.183,-8.15
ML-A150206,3,Arrondissement,Arrondissement,Guéléninkoro,Guéléninkoro,gulninkoro-150206,ML-A150206,,ML1502,Yanfolila,Yanfolila,,,,2,,11.183,-8.15
ML-A150207,3,Arrondissement,Arrondissement,Siékorolé,Siékorolé,sikorol-150207,ML-A150207,,ML1502,Yanfolila,Yanfolila,,,,1,,11.183,-8.15
ML-A150301,3,Arrondissement,Arrondissement,Kolondiéba,Kolondiéba,kolondiba-150301,ML-A150301,,,,,,,,3,,11.089,-6.893
ML-A150302,3,Arrondissement,Arrondissement,Kébila,Kébila,kbila-150302,ML-A150302,,,,,,,,1,,11.276,-7.043
ML-A150303,3,Arrondissement,Arrondissement,Tousséguéla,Tousséguéla,toussgula-150303,ML-A150303,,,,,,,,2,,11.065,-6.629
ML-A150401,3,Arrondissement,Arrondissement,Garalo,Garalo,garalo-150401,ML-A150401,,ML1504,Garalo,Garalo,,,,4,,11,-7.433
ML-A150402,3,Arrondissement,Arrondissement,Manankoro,Manankoro,manankoro-150402,ML-A150402,,ML1504,Garalo,Garalo,,,,2,,11,-7.433
ML-A150501,3,Arrondissement,Arrondissement,Koumantou,Koumantou,koumantou-150501,ML-A150501,,ML1505,Koumantou,Koumantou,,,,1,,11.406,-6.85
ML-A150502,3,Arrondissement,Arrondissement,Sanso,Sanso,sanso-150502,ML-A150502,,ML1505,Koumantou,Koumantou,,,,4,,11.406,-6.85
ML-A150601,3,Arrondissement,Arrondissement,Kangaré,Kangaré,kangar-150601,ML-A150601,,,,,,,,4,,11.583,-8.167
ML-A150602,3,Arrondissement,Arrondissement,Kourouba,Kourouba,kourouba-150602,ML-A150602,,,,,,,,3,,15.844,-4.238
ML-A150701,3,Arrondissement,Arrondissement,Ouélessébougou,Ouélessébougou,oulessbougou-150701,ML-A150701,,,,,,,,1,,11.992,-7.909
ML-A150702,3,Arrondissement,Arrondissement,Faraba,Faraba,faraba-150702,ML-A150702,,,,,,,,1,,12.435,-8.202
ML-A150703,3,Arrondissement,Arrondissement,Sanankoro-Djitoumou,Sanankoro-Djitoumou,sanankoro-djitoumou-150703,ML-A150703,,,,,,,,1,,12.055,-7.709
ML-A150801,3,Arrondissement,Arrondissement,Kadiana,Kadiana,kadiana-150801,ML-A150801,,ML1508,Kadiana,Kadiana,,,,1,,10.75,-6.5
ML-A150802,3,Arrondissement,Arrondissement,Nangalasso,Nangalasso,nangalasso-150802,ML-A150802,,ML1508,Kadiana,Kadiana,,,,1,,10.75,-6.5
ML-A150803,3,Arrondissement,Arrondissement,Tiongui,Tiongui,tiongui-150803,ML-A150803,,ML1508,Kadiana,Kadiana,,,,1,,10.75,-6.5
ML-A150901,3,Arrondissement,Arrondissement,Fakola,Fakola,fakola-150901,ML-A150901,,ML1509,Fakola,Fakola,,,,2,,10.533,-6.917
ML-A150902,3,Arrondissement,Arrondissement,Farako,Farako,farako-150902,ML-A150902,,ML1509,Fakola,Fakola,,,,1,,10.533,-6.917
ML-A151001,3,Arrondissement,Arrondissement,Dogo,Dogo,dogo-151001,ML-A151001,,ML1510,Dogo,Dogo,,,,1,,15.169,-4.431
ML-A151002,3,Arrondissement,Arrondissement,Meridiéla,Meridiéla,meridila-151002,ML-A151002,,ML1510,Dogo,Dogo,,,,1,,15.169,-4.431
ML-A160101,3,Arrondissement,Arrondissement,Koutiala,Koutiala,koutiala-160101,ML-A160101,,ML1601,Koutiala,Koutiala,,,,10,,13.026,-5.523
ML-A160102,3,Arrondissement,Arrondissement,Zébala,Zébala,zbala-160102,ML-A160102,,ML1601,Koutiala,Koutiala,,,,1,,13.026,-5.523
ML-A160103,3,Arrondissement,Arrondissement,Diaramana,Diaramana,diaramana-160103,ML-A160103,,ML1601,Koutiala,Koutiala,,,,1,,13.026,-5.523
ML-A160201,3,Arrondissement,Arrondissement,Yorosso,Yorosso,yorosso-160201,ML-A160201,,ML1602,Yorosso,Yorosso,,,,3,,12.358,-4.777
ML-A160202,3,Arrondissement,Arrondissement,Mahou,Mahou,mahou-160202,ML-A160202,,ML1602,Yorosso,Yorosso,,,,1,,12.358,-4.777
ML-A160203,3,Arrondissement,Arrondissement,Boura,Boura,boura-160203,ML-A160203,,ML1602,Yorosso,Yorosso,,,,3,,12.358,-4.777
ML-A160301,3,Arrondissement,Arrondissement,M'Péssoba,M'Péssoba,mpssoba-160301,ML-A160301,,ML1603,M’Péssoba,M’Pessoba,,,,6,,12.665,-5.721
ML-A160302,3,Arrondissement,Arrondissement,Mièna,Mièna,mina-160302,ML-A160302,,ML1603,M’Péssoba,M’Pessoba,,,,1,,12.665,-5.721
ML-A160303,3,Arrondissement,Arrondissement,Zanzoni,Zanzoni,zanzoni-160303,ML-A160303,,ML1603,M’Péssoba,M’Pessoba,,,,1,,12.665,-5.721
ML-A160401,3,Arrondissement,Arrondissement,Molobala,Molobala,molobala-160401,ML-A160401,,ML1604,Molobala,Molobala,,,,3,,12.177,-5.333
ML-A160402,3,Arrondissement,Arrondissement,Tièrè,Tièrè,tir-160402,ML-A160402,,ML1604,Molobala,Molobala,,,,1,,12.177,-5.333
ML-A160403,3,Arrondissement,Arrondissement,Sanguéla,Sanguéla,sangula-160403,ML-A160403,,ML1604,Molobala,Molobala,,,,1,,12.177,-5.333
ML-A160501,3,Arrondissement,Arrondissement,Koury,Koury,koury-160501,ML-A160501,,ML1605,Koury,Koury,,,,1,,12.181,-4.802
ML-A160502,3,Arrondissement,Arrondissement,Ourikéla,Ourikéla,ourikla-160502,ML-A160502,,ML1605,Koury,Koury,,,,1,,12.181,-4.802
ML-A160601,3,Arrondissement,Arrondissement,Konséguéla,Konséguéla,konsgula-160601,ML-A160601,,ML1606,Konséguéla,Konseguel a,,,,1,,12.409,-5.877
ML-A160602,3,Arrondissement,Arrondissement,Kouwo,Kouwo,kouwo-160602,ML-A160602,,ML1606,Konséguéla,Konseguel a,,,,1,,12.409,-5.877
ML-A160603,3,Arrondissement,Arrondissement,Konina,Konina,konina-160603,ML-A160603,,ML1606,Konséguéla,Konseguel a,,,,1,,12.409,-5.877
ML-A160701,3,Arrondissement,Arrondissement,Kouniana,Kouniana,kouniana-160701,ML-A160701,,ML1607,Kouniana,Kouniana,,,,4,,12.568,-5.126
ML-A160702,3,Arrondissement,Arrondissement,Sorobasso,Sorobasso,sorobasso-160702,ML-A160702,,ML1607,Kouniana,Kouniana,,,,1,,12.568,-5.126
ML-A160703,3,Arrondissement,Arrondissement,Bongosso,Bongosso,bongosso-160703,ML-A160703,,ML1607,Kouniana,Kouniana,,,,1,,12.568,-5.126
ML-A160801,3,Arrondissement,Arrondissement,Zangasso,Zangasso,zangasso-160801,ML-A160801,,ML1608,Zangasso,Zangasso,,,,2,,11.58,-6.027
ML-A160802,3,Arrondissement,Arrondissement,Ziéna,Ziéna,zina-160802,ML-A160802,,ML1608,Zangasso,Zangasso,,,,1,,11.58,-6.027
ML-A170101,3,Arrondissement,Arrondissement,San,San,san-170101,ML-A170101,,ML1701,San,San,,,,6,,13.297,-4.896
ML-A170102,3,Arrondissement,Arrondissement,Tènè,Tènè,tn-170102,ML-A170102,,ML1701,San,San,,,,3,,13.297,-4.896
ML-A170201,3,Arrondissement,Arrondissement,Tominian,Tominian,tominian-170201,ML-A170201,,ML1702,Tominian,Tominian,,,,2,,13.287,-4.593
ML-A170202,3,Arrondissement,Arrondissement,Bénéna,Bénéna,bnna-170202,ML-A170202,,ML1702,Tominian,Tominian,,,,1,,13.287,-4.593
ML-A170203,3,Arrondissement,Arrondissement,Koula,Koula,koula-170203,ML-A170203,,ML1702,Tominian,Tominian,,,,2,,13.287,-4.593
ML-A170301,3,Arrondissement,Arrondissement,Kimparana,Kimparana,kimparana-170301,ML-A170301,,ML1703,Kimparana,Kimparana,,,,5,,12.835,-4.924
ML-A170302,3,Arrondissement,Arrondissement,Kassorola,Kassorola,kassorola-170302,ML-A170302,,ML1703,Kimparana,Kimparana,,,,3,,12.835,-4.924
ML-A170303,3,Arrondissement,Arrondissement,Sourountouna,Sourountouna,sourountouna-170303,ML-A170303,,ML1703,Kimparana,Kimparana,,,,2,,12.835,-4.924
ML-A170401,3,Arrondissement,Arrondissement,Yangasso,Yangasso,yangasso-170401,ML-A170401,,ML1704,Yangasso,Yangasso,,,,4,,13.073,-5.321
ML-A170402,3,Arrondissement,Arrondissement,Fani,Fani,fani-170402,ML-A170402,,ML1704,Yangasso,Yangasso,,,,1,,13.073,-5.321
ML-A170403,3,Arrondissement,Arrondissement,Diéli,Diéli,dili-170403,ML-A170403,,ML1704,Yangasso,Yangasso,,,,3,,13.073,-5.321
ML-A170501,3,Arrondissement,Arrondissement,Fangasso,Fangasso,fangasso-170501,ML-A170501,,ML1705,Fangasso,Fangasso,,,,2,,13.529,-4.446
ML-A170502,3,Arrondissement,Arrondissement,Timissa,Timissa,timissa-170502,ML-A170502,,ML1705,Fangasso,Fangasso,,,,1,,13.529,-4.446
ML-A170601,3,Arrondissement,Arrondissement,Mandiakuy,Mandiakuy,mandiakuy-170601,ML-A170601,,ML1706,Mandiakuy,Mandiakuy,,,,3,,13.021,-4.463
ML-A170602,3,Arrondissement,Arrondissement,Mafouné,Mafouné,mafoun-170602,ML-A170602,,ML1706,Mandiakuy,Mandiakuy,,,,1,,13.021,-4.463
ML-A170701,3,Arrondissement,Arrondissement,Sy,Sy,sy-170701,ML-A170701,,ML1707,Sy,Sy,,,,2,,13.601,-4.976
ML-A170702,3,Arrondissement,Arrondissement,Siella,Siella,siella-170702,ML-A170702,,ML1707,Sy,Sy,,,,1,,13.601,-4.976
ML-A180101,3,Arrondissement,Arrondissement,Douentza,Douentza,douentza-180101,ML-A180101,,ML1801,Douentza,Douentza,,,,7,,15.006,-2.952
ML-A180102,3,Arrondissement,Arrondissement,Tédié,Tédié,tdi-180102,ML-A180102,,ML1801,Douentza,Douentza,,,,1,,15.006,-2.952
ML-A180103,3,Arrondissement,Arrondissement,Diona,Diona,diona-180103,ML-A180103,,ML1801,Douentza,Douentza,,,,1,,15.006,-2.952
ML-A180104,3,Arrondissement,Arrondissement,Dallah,Dallah,dallah-180104,ML-A180104,,ML1801,Douentza,Douentza,,,,1,,15.006,-2.952
ML-A180201,3,Arrondissement,Arrondissement,Boré,Boré,bor-180201,ML-A180201,,ML1802,Boré,Bore,,,,1,,15.133,-3.483
ML-A180202,3,Arrondissement,Arrondissement,N'Doumpa,N'Doumpa,ndoumpa-180202,ML-A180202,,ML1802,Boré,Bore,,,,1,,15.133,-3.483
ML-A180203,3,Arrondissement,Arrondissement,Doumbara,Doumbara,doumbara-180203,ML-A180203,,ML1802,Boré,Bore,,,,1,,15.133,-3.483
ML-A180301,3,Arrondissement,Arrondissement,Hombori,Hombori,hombori-180301,ML-A180301,,ML1803,Hombori,Hombori,,,,1,,15.279,-1.7
ML-A180302,3,Arrondissement,Arrondissement,Gallou,Gallou,gallou-180302,ML-A180302,,ML1803,Hombori,Hombori,,,,1,,15.279,-1.7
ML-A180401,3,Arrondissement,Arrondissement,N'Gouma,N'Gouma,ngouma-180401,ML-A180401,,,,,,,,1,,15.638,-3.371
ML-A180402,3,Arrondissement,Arrondissement,Kanioumé,Kanioumé,kanioum-180402,ML-A180402,,,,,,,,1,,15.791,-3.153
ML-A180403,3,Arrondissement,Arrondissement,Takouti,Takouti,takouti-180403,ML-A180403,,,,,,,,1,,15.463,-3.496
ML-A180501,3,Arrondissement,Arrondissement,Mondoro,Mondoro,mondoro-180501,ML-A180501,,ML1805,Mondoro,Mondoro,,,,1,,14.676,-1.951
ML-A180502,3,Arrondissement,Arrondissement,Boulkessi,Boulkessi,boulkessi-180502,ML-A180502,,ML1805,Mondoro,Mondoro,,,,1,,14.676,-1.951
ML-A180503,3,Arrondissement,Arrondissement,Niagassadiou,Niagassadiou,niagassadiou-180503,ML-A180503,,ML1805,Mondoro,Mondoro,,,,1,,14.676,-1.951
ML-A180601,3,Arrondissement,Arrondissement,Boni,Boni,boni-180601,ML-A180601,,ML1806,Boni,Boni,,,,1,,15.077,-2.22
ML-A180602,3,Arrondissement,Arrondissement,Nokara,Nokara,nokara-180602,ML-A180602,,ML1806,Boni,Boni,,,,1,,15.077,-2.22
ML-A180603,3,Arrondissement,Arrondissement,Tabi,Tabi,tabi-180603,ML-A180603,,ML1806,Boni,Boni,,,,1,,15.077,-2.22
ML-A190101,3,Arrondissement,Arrondissement,Bandiagara,Bandiagara,bandiagara-190101,ML-A190101,,ML1901,Bandiagara,Bandiagara,,,,4,,14.35,-3.61
ML-A190102,3,Arrondissement,Arrondissement,Ouo,Ouo,ouo-190102,ML-A190102,,ML1901,Bandiagara,Bandiagara,,,,3,,14.35,-3.61
ML-A190103,3,Arrondissement,Arrondissement,Dourou,Dourou,dourou-190103,ML-A190103,,ML1901,Bandiagara,Bandiagara,,,,2,,14.35,-3.61
ML-A190104,3,Arrondissement,Arrondissement,Goundaka,Goundaka,goundaka-190104,ML-A190104,,ML1901,Bandiagara,Bandiagara,,,,1,,14.35,-3.61
ML-A190201,3,Arrondissement,Arrondissement,Koro,Koro,koro-190201,ML-A190201,,ML1902,Koro,Koro,,,,3,,14.627,-7.984
ML-A190202,3,Arrondissement,Arrondissement,Diankabou,Diankabou,diankabou-190202,ML-A190202,,ML1902,Koro,Koro,,,,3,,14.627,-7.984
ML-A190203,3,Arrondissement,Arrondissement,Dinangourou,Dinangourou,dinangourou-190203,ML-A190203,,ML1902,Koro,Koro,,,,1,,14.627,-7.984
ML-A190204,3,Arrondissement,Arrondissement,Dioungani,Dioungani,dioungani-190204,ML-A190204,,ML1902,Koro,Koro,,,,1,,14.627,-7.984
ML-A190205,3,Arrondissement,Arrondissement,Koporokendié Na,Koporokendié Na,koporokendi-na-190205,ML-A190205,,ML1902,Koro,Koro,,,,3,,14.627,-7.984
ML-A190206,3,Arrondissement,Arrondissement,Madougou,Madougou,madougou-190206,ML-A190206,,ML1902,Koro,Koro,,,,2,,14.627,-7.984
ML-A190207,3,Arrondissement,Arrondissement,Toroli,Toroli,toroli-190207,ML-A190207,,ML1902,Koro,Koro,,,,2,,14.627,-7.984
ML-A190208,3,Arrondissement,Arrondissement,Kassa,Kassa,kassa-190208,ML-A190208,,ML1902,Koro,Koro,,,,1,,14.627,-7.984
ML-A190301,3,Arrondissement,Arrondissement,Bankass,Bankass,bankass-190301,ML-A190301,,ML1903,Bankass,Bankass,,,,1,,14.078,-3.516
ML-A190302,3,Arrondissement,Arrondissement,Kani Bonzon,Kani Bonzon,kani-bonzon-190302,ML-A190302,,ML1903,Bankass,Bankass,,,,2,,14.078,-3.516
ML-A190303,3,Arrondissement,Arrondissement,Ségué,Ségué,sgu-190303,ML-A190303,,ML1903,Bankass,Bankass,,,,1,,14.078,-3.516
